hour_of_day,day_of_week,is_weekend,is_night,is_business_hours,day_of_month,is_month_start,is_month_end,amount,amount_log,amount_rounded,amount_decimal_places,is_high_value,is_very_high_value,amount_percentile,email_length,email_domain,is_disposable_email,is_gmail,is_yahoo,is_corporate_email,email_has_numbers,email_numeric_ratio,velocity_customer_tx_count_1h,velocity_customer_tx_count_24h,velocity_customer_tx_count_7d,velocity_customer_amount_1h,velocity_customer_amount_24h,velocity_customer_amount_7d,velocity_ip_tx_count_1h,velocity_ip_tx_count_24h,velocity_device_tx_count_1h,velocity_device_tx_count_24h,is_fraud,transaction_id
2,0,0,1,0,17,0,0,1922.8,7.562057675718515,0,1,1,0,70,22,3212,0,0,0,1,1,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_5f1e2bbc-890
15,2,0,0,1,19,0,0,610.2,6.415424237852311,0,1,0,0,60,22,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_3f2a24c9-f54
21,6,1,0,0,2,1,0,1281.83,7.15682385388792,0,2,1,0,70,27,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_f62e3c4d-732
5,5,1,1,0,25,0,0,1615.39,7.387950546597703,0,2,1,0,70,26,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_9b9088ce-170
13,2,0,0,1,29,0,1,5858.85,8.675879284973819,0,2,1,1,90,28,6339,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_6d20dd7b-d36
1,5,1,1,0,8,0,0,1636.7,7.401048097455821,0,1,1,0,70,20,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_2688c2ed-ce5
10,6,1,0,1,9,0,0,577.0,6.359573868672378,0,0,0,0,60,19,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_8a80fd51-b98
20,4,0,0,0,31,0,1,1244.63,7.127396705008176,0,2,1,0,70,27,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_73823328-0a4
11,6,1,0,1,16,0,0,1213.92,7.102433509985463,0,2,1,0,70,21,3212,0,0,0,1,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_34f649b4-a6c
18,0,0,0,0,17,0,0,1025.07,6.933491249524277,0,2,1,0,70,21,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_0439df49-3c8
22,2,0,1,0,29,0,1,1998.4,7.60060241453308,0,1,1,0,70,26,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_5ba09e7c-6b9
20,4,0,0,0,21,0,0,577.86,6.361060652135236,0,2,0,0,60,21,594,0,0,0,1,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_97025141-ece
16,5,1,0,1,22,0,0,150.23,5.018801856762649,0,2,0,0,40,23,3212,0,0,0,1,1,0.1818,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_b66ced40-46c
16,4,0,0,1,14,0,0,4564.09,8.42619350805926,0,2,1,0,80,22,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_90ea8a13-9ed
19,4,0,0,0,7,0,0,1943.68,7.572852718095326,0,2,1,0,70,23,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_9ad6f508-1d6
14,2,0,0,1,29,0,1,446.83,6.10441369611448,0,2,0,0,50,25,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_204d23e3-12d
13,5,1,0,1,25,0,0,605.77,6.40814980656861,0,2,0,0,60,20,594,0,0,0,1,1,0.25,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_6dba6ae6-038
6,0,0,0,0,3,1,0,722.18,6.583658153828307,0,2,0,0,60,25,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_e643801c-7a4
2,6,1,1,0,9,0,0,114.05,4.745366816481375,0,2,0,0,40,20,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_bc191d0f-f89
11,3,0,0,1,13,0,0,1007.44,6.916159861325948,0,2,1,0,70,20,3212,0,0,0,1,1,0.25,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_8538e23f-e42
0,4,0,1,0,31,0,1,926.64,6.832643726487008,0,2,0,0,60,18,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_0a234425-880
2,5,1,1,0,25,0,0,1628.17,7.395825961659224,0,2,1,0,70,20,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_ad775d43-1f3
4,2,0,1,0,19,0,0,1252.6,7.133774691041811,0,1,1,0,70,19,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_6019f798-207
0,6,1,1,0,23,0,0,1144.76,7.043823451258629,0,2,1,0,70,20,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_03c2373f-34f
10,6,1,0,1,9,0,0,812.58,6.7014442623279775,0,2,0,0,60,18,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_dfdfcb12-8d7
3,1,0,1,0,18,0,0,340.52,5.833406242449707,0,2,0,0,50,22,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_4e5bc7bc-c68
16,0,0,0,1,3,1,0,693.17,6.542716887282127,0,2,0,0,60,19,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_9ee812fc-c2e
8,0,0,0,0,3,1,0,1109.84,7.01287176486712,0,2,1,0,70,22,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_8fcfb142-3a4
22,5,1,1,0,22,0,0,929.96,6.836216311799822,0,2,0,0,60,26,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_a68890fb-3d9
5,3,0,1,0,13,0,0,1692.08,7.434304634413067,0,2,1,0,70,23,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_5a294993-d0d
7,2,0,0,0,19,0,0,280.44,5.639919280989248,0,2,0,0,50,26,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_ec545e2f-2bf
20,0,0,0,0,3,1,0,1364.28,7.219114814788274,0,2,1,0,70,19,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_e05984ce-5e3
19,1,0,0,0,11,0,0,1213.87,7.102392354165407,0,2,1,0,70,20,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_0dde7ad2-317
13,0,0,0,1,10,0,0,821.34,6.712153934840951,0,2,0,0,60,23,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_8fd32050-69f
18,4,0,0,0,21,0,0,529.84,6.2744606575690485,0,2,0,0,60,24,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_87a336d3-b81
18,1,0,0,0,4,0,0,518.59,6.253040039037728,0,2,0,0,60,18,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_0239aa9d-3ce
9,1,0,0,1,18,0,0,1326.81,7.191286247511406,0,2,1,0,70,21,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_16626cdc-94a
23,5,1,1,0,15,0,0,1265.03,7.143641299105824,0,2,1,0,70,28,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_096e6b57-eaf
4,2,0,1,0,19,0,0,982.9,6.89152426587172,0,1,0,0,60,17,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_734cb1e4-666
20,5,1,0,0,25,0,0,1434.24,7.269087361596196,0,2,1,0,70,20,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_d78399ec-836
1,4,0,1,0,14,0,0,135.04,4.912948960138995,0,2,0,0,40,18,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_340ea8d5-e3d
7,6,1,0,0,9,0,0,2645.73,7.881080194757799,0,2,1,0,80,23,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_bdae4149-df8
10,6,1,0,1,16,0,0,1530.39,7.333931098685128,0,2,1,0,70,26,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_4beb5e48-a85
1,6,1,1,0,16,0,0,1105.2,7.008685997560578,0,1,1,0,70,21,594,0,0,0,1,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_6d8bcadd-3e4
23,6,1,1,0,2,1,0,40.1,3.716008121502189,0,1,0,0,20,21,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_205ec8cf-2f9
19,3,0,0,0,30,0,1,748.47,6.619366290057107,0,2,0,0,60,19,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_2838e2bc-c7f
14,2,0,0,1,5,0,0,6333.0,8.753687227098585,0,0,1,1,90,32,6339,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_5e9f4ef8-090
21,2,0,0,0,5,0,0,569.4,6.346337869100086,0,1,0,0,60,19,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_e87e9d1d-252
16,5,1,0,1,22,0,0,1395.08,7.241423588270615,0,2,1,0,70,27,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_e88ce9f5-bfc
17,4,0,0,1,21,0,0,1308.67,7.177530476064001,0,2,1,0,70,21,2630,0,0,0,1,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_ee6af74a-471
18,6,1,0,0,9,0,0,4983.13,8.514014143594217,0,2,1,0,80,25,7550,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_2837f398-830
2,0,0,1,0,10,0,0,1244.43,7.127236130794443,0,2,1,0,70,24,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_f584c0d3-86d
22,1,0,1,0,28,0,0,4668.09,8.448719470861404,0,2,1,0,80,26,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_0b72706d-af8
3,4,0,1,0,7,0,0,1493.94,7.309841351240141,0,2,1,0,70,26,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_f7a9dedd-6a1
22,0,0,1,0,24,0,0,1537.1,7.338303167457765,0,1,1,0,70,24,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_e7fec756-d94
4,5,1,1,0,22,0,0,244.96,5.505168921085269,0,2,0,0,50,21,3212,0,0,0,1,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_aa1f3402-47b
20,2,0,0,0,29,0,1,654.51,6.48541355861752,0,2,0,0,60,26,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_9ae98d43-15a
16,2,0,0,1,5,0,0,2410.32,7.787929594384355,0,2,1,0,80,23,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_bc0e2e18-008
14,0,0,0,1,17,0,0,611.99,6.418348622589447,0,2,0,0,60,22,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_c30f5116-338
22,4,0,1,0,21,0,0,1995.85,7.5993262179257135,0,2,1,0,70,22,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_1ed1cc9c-48b
6,6,1,0,0,2,1,0,6214.71,8.734835237162507,0,2,1,1,90,22,8774,1,0,0,0,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_0bfeac74-cac
16,0,0,0,1,27,0,0,1639.74,7.402902638561527,0,2,1,0,70,23,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_ed90b926-5c9
4,0,0,1,0,17,0,0,582.03,6.368238643002562,0,2,0,0,60,24,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_3ea5670c-7d8
13,1,0,0,1,18,0,0,1811.68,7.502561692142711,0,2,1,0,70,21,3212,0,0,0,1,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_ec6ba4b3-bdf
9,4,0,0,1,21,0,0,1095.43,6.999814726330832,0,2,1,0,70,20,2630,0,0,0,1,1,0.25,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_50b6c56e-0c4
5,3,0,1,0,30,0,1,4907.84,8.498792940330713,0,2,1,0,80,19,3212,0,0,0,1,1,0.2857,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_fbf3fbbd-2d4
5,1,0,1,0,28,0,0,1678.83,7.426447876801013,0,2,1,0,70,21,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_a7ca7e2b-570
3,0,0,1,0,24,0,0,339.33,5.829915735129297,0,2,0,0,50,22,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_907c3bf8-a78
2,5,1,1,0,22,0,0,1441.17,7.273904202713121,0,2,1,0,70,25,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_747a17fd-a95
3,1,0,1,0,28,0,0,1100.42,7.004355535370614,0,2,1,0,70,27,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_8b6bcd16-6fc
0,2,0,1,0,12,0,0,1070.77,6.977066766372317,0,2,1,0,70,21,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_374dfbd4-70f
1,6,1,1,0,9,0,0,1689.22,7.432613976959555,0,2,1,0,70,23,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_0e985752-e3c
6,5,1,0,0,25,0,0,695.14,6.545550789531874,0,2,0,0,60,24,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_c28f7cf4-373
17,4,0,0,1,21,0,0,1684.25,7.4296691997335484,0,2,1,0,70,22,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_62c2f252-446
11,3,0,0,1,6,0,0,109.75,4.707275408925245,0,2,0,0,40,19,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_32216443-eb0
14,2,0,0,1,12,0,0,1638.14,7.401926993033692,0,2,1,0,70,22,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_246c19f2-e16
17,3,0,0,1,20,0,0,165.66,5.115955808954061,0,2,0,0,40,18,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_fb6c9b50-b5c
11,6,1,0,1,2,1,0,120.1,4.796616650559047,0,1,0,0,40,28,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_477e08c6-7af
18,4,0,0,0,14,0,0,721.52,6.582745101264357,0,2,0,0,60,18,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_5e013f5e-051
10,5,1,0,1,1,1,0,877.6,6.778329731541679,0,1,0,0,60,18,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_257f196a-c80
5,3,0,1,0,6,0,0,548.05,6.308189512043723,0,2,0,0,60,19,3212,0,0,0,1,1,0.2857,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_84b93b3e-6fe
13,2,0,0,1,29,0,1,4567.0,8.426830751335846,0,0,1,0,80,22,594,0,0,0,1,1,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_5613423d-d69
6,5,1,0,0,15,0,0,9065.66,9.11235922832159,0,2,1,1,90,21,8774,1,0,0,0,1,0.25,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_3e89f68e-09f
23,3,0,1,0,6,0,0,267.05,5.591173530273546,0,2,0,0,50,17,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_3e1a324f-848
2,5,1,1,0,15,0,0,1693.96,7.435414420716035,0,2,1,0,70,21,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_91344d26-9a8
6,5,1,0,0,22,0,0,731.65,6.596668098084034,0,2,0,0,60,17,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_d6726440-04b
0,4,0,1,0,31,0,1,319.77,5.770724355409969,0,2,0,0,50,21,3212,0,0,0,1,1,0.2222,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_4fd93f96-273
13,4,0,0,1,21,0,0,3471.45,8.152615675676742,0,2,1,0,80,24,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_b889804d-ddc
9,3,0,0,1,30,0,1,1824.96,7.50986115510994,0,2,1,0,70,22,594,0,0,0,1,1,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_b4aa9f7d-43a
14,0,0,0,1,17,0,0,1009.15,6.917854113659551,0,2,1,0,70,22,3212,0,0,0,1,1,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_dd050589-8b3
18,1,0,0,0,11,0,0,1537.34,7.338459191953927,0,2,1,0,70,20,3212,0,0,0,1,1,0.25,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_82e38e59-597
15,2,0,0,1,5,0,0,1416.92,7.256946288011124,0,2,1,0,70,21,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_4984729c-c31
17,0,0,0,1,27,0,0,8248.53,9.017911508008922,0,2,1,1,90,21,8774,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,txn_88b9fd08-dcc
7,6,1,0,0,23,0,0,1535.65,7.337360001276782,0,2,1,0,70,24,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_966c173e-be6
14,3,0,0,1,30,0,1,156.78,5.061201657666944,0,2,0,0,40,18,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_e99dca6a-e92
9,0,0,0,1,17,0,0,514.43,6.245001503741985,0,2,0,0,60,17,594,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_b6915621-096
7,6,1,0,0,26,0,0,928.15,6.83427018971966,0,2,0,0,60,26,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_5c5e876e-c4b
23,3,0,1,0,20,0,0,1830.54,7.512912422002219,0,2,1,0,70,24,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_3825c098-309
5,6,1,1,0,16,0,0,1719.24,7.450219094957133,0,2,1,0,70,28,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_2ac1a41c-4b2
20,6,1,0,0,2,1,0,1453.48,7.282403727411017,0,2,1,0,70,22,2630,0,0,0,1,1,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_cce59c16-f2e
16,2,0,0,1,5,0,0,628.71,6.445259395946655,0,2,0,0,60,24,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_55fbcb01-5e3
9,4,0,0,1,7,0,0,1633.89,7.399330802780606,0,2,1,0,70,20,2630,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_e0a3a190-9f7
17,6,1,0,1,26,0,0,997.08,6.9058334334194384,0,2,0,0,60,27,3212,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,txn_e8511574-e07
